Character,Dialogue,Season,Episode
Phoebe,yeah youre such a great friend,7,15
Rachel,ohh,7,15
Phoebe,oh thatd be me sir hands him the cell phone after you,7,15
Phoebe,whispering nice,7,15
Joey,actually i rent the whole place and i just got what you meant thank you,7,15
Rachel,hi,7,15
Joey,hey,7,15
Rachel,oh my god oh my god ohh jessica lockhart in my apartment i am,7,15
Rachel,screaming monica monica runs to monicas,7,15
Joey,that uh that is my roommate rachel,7,15
Joey,shrugs sure yep,7,15
Monica,entering with rachel oh my god its true oh my god you are so,7,15
Monica,would you slap me would you slap me right here in the face points to,7,15
Rachel,god you seem really really nice,7,15
Joey,okay byebye,7,15
Rachel,i mean nnotnot fake at all like most famous people,7,15
Joey,all right here we go he grabs them and starts to pull them out of the,7,15
Rachel,okay,7,15
Monica,breaks away oh wait just one more thing one more minute to,7,15
Rachel,you are so beautiful,7,15
Monica,nice to meet you my god youre great,7,15
Joey,thanks for stopping by see ya throws them out and closes the door to,7,15
Joey,notices something in the mail that rachel brought in oh my god,7,15
Joey,they sent me todays script they never send the script,7,15
Joey,well no im just in a coma this must mean i have lines realizes,7,15
Joey,flipping to the last page ew you get thrown from a horse into an,7,15
Joey,yeah well im guessing after this shes not going to be crazy,7,15
Ross,now remember you have to imagine me in a kilt,7,15
Rachel,giggles to ross i can imagine you in a short plaid skirt and knee,7,15
Ross,to rachel do you wanna start telling secrets,7,15
Rachel,no,7,15
Ross,stands up now umm remember im still learning,7,15
Ross,one two three four,7,15
Ross,you know the song sing along,7,15
Ross,so,7,15
Joey,as jessica i dont think so,7,15
Joey,oh noo,7,15
Joey,thanks,7,15
Joey,great hey all right wellwell what is it,7,15
Joey,the airport,7,15
Joey,ohh wow well howhow how will you be gone,7,15
Joey,thats a really long time,7,15
Joey,well i tell ya i should probably buy a place in the city first,7,15
Joey,good luck,7,15
Ross,you know the song sing along,7,15
Phoebe,eeee eee eee,7,15
Ross,hi,7,16
Rachel,hi hi ben,7,16
Ross,hi we have a little bathroom emergency,7,16
Rachel,oh yeah go ahead,7,16
Ross,uh before we do uh are any of joeys special romance magazines in,7,16
Rachel,no no,7,16
Ross,to ben okay all clear,7,16
Rachel,ben its rachel he closes the door but whatever,7,16
Ross,to ben everything okay in there,7,16
Rachel,awww just like his daddy,7,16
Ross,hey listen can you do me a big favor the deans office just called,7,16
Rachel,whatwhat about monica,7,16
Ross,oh she isnt home,7,16
Rachel,nervous so it would just be me alone,7,16
Ross,well ben would be there,7,16
Rachel,huh umm,7,16
Ross,whats the matter,7,16
Rachel,well thatyknow its just uh ive never done that,7,16
Ross,rach hes not an excon,7,16
Rachel,okay okay okay uh what do i what do i do with him,7,16
Ross,i dont know justjust talk to himentertain him and keep him alive,7,16
Rachel,okay,7,16
Ross,okay ben enters ben come here all right im gonna leave you,7,16
Rachel,yeah i think so,7,16
Ross,to rachel i wasnt talking to you,7,16
Ross,okay ill see you soon buddy he hugs and kisses him be back in,7,16
Rachel,bye ross exits ahhh silence so this is fun huh,7,16
Rachel,okay uh want somethingwant something to drink,7,16
Rachel,uh great how do you feel about diet coke,7,16
Rachel,okay well thats pretty much all that we haveoh oh have,7,16
Rachel,water it is,7,16
Monica,what about the second minister we meet with i kinda liked him,7,16
Chandler,you mean the spitter,7,16
Monica,come on it wasnt that bad,7,16
Chandler,easy for you to say youll be wearing a veil,7,16
Monica,all right what about the third guy,7,16
Chandler,you mean the guy who kept staring at your chest,7,16
Monica,can you blame him,7,16
Chandler,sorry i just dont like the idea of when i say i,7,16
Monica,well then we still have a problem,7,16
Chandler,yeah,7,16
Phoebe,returning with joey with what,7,16
Monica,well were trying to find someone to perform our wedding and,7,16
Phoebe,oo you should have one of us do it,7,16
Monica,phoebe were getting married married not sixth grade,7,16
Phoebe,no no itsits uh a real thing anyone can get ordained on,7,16
Monica,are you serious,7,16
Phoebe,yes a friend of mine did it and its totally legal,7,16
Joey,i call it,7,16
Phoebe,what no it was my idea,7,16
Chandler,guys thank you very much but neither of you is marrying us,7,16
Joey,does calling it not mean anything anymore,7,16
Chandler,we are going to have a legitimate member of the clergy and when i say,7,16
Rachel,ben yknow when uh when you were a baby you and i used to hang,7,16
Rachel,no im not,7,16
Rachel,hey we were not on aokay thats fine fine,7,16
Rachel,checks her watch fiftytwo minutes pause so nono brothers and,7,16
Rachel,oh youre one of those but yknow what i have two,7,16
Rachel,well yknow we would umm repeat everything the other said or uh,7,16
Rachel,yeah you like that one,7,16
Rachel,im funny oh thank god well hey ive got a ton of these,7,16
Rachel,yeah iiiim funny ben but im not stupid okay,7,16
Joey,so did you uh find anyone to marry you guys yet,7,16
Chandler,no but horny for monica minister called wanting to know if we were,7,16
Monica,were never gonna find anybody,7,16
Joey,well then let me do it,7,16
Chandler,joe,7,16
Joey,nonono look ive been thinking about it im an actor right,7,16
Monica,joey look its really sweet,7,16
Joey,nononono look no i wont spit and i wont stare at,7,16
Monica,that is true,7,16
Joey,yeah and the most important thing is that it wont be some like,7,16
Chandler,to monica yknow we havent found anybody else,7,16
Monica,it might be kinda cool,7,16
Joey,so i can do it,7,16
Chandler,yeah you can do it,7,16
Joey,all right okay all right okayokay i gotta get started on my,7,16
Chandler,yeah,7,16
Joey,okay,7,16
Monica,hey pheebs hows it going,7,16
Phoebe,oh i have a headache a horrible headache,7,16
Monica,oh im sorry can i get you something,7,16
Phoebe,oh my god youve got to stop chattering,7,16
Monica,here take a couple of these she gets up to grab a couple of pills,7,16
Phoebe,what is it,7,16
Monica,its hexadrin,7,16
Phoebe,oh no i dont believe in western medicine no if you just apply,7,16
Monica,okay while were waiting for these pills to kick in im,7,16
Phoebe,oh,7,16
Joey,oh my head oh hes sitting on the chair lies back and puts his,7,16
Rachel,coming,7,16
Ross,i have a bone to pick with you,7,16
Rachel,uhoh,7,16
Ross,yes ben learned a little trick,7,16
Rachel,oh yeah did he pull the old she is waving her hand up and down,7,16
Ross,thats right thats right saran wrap on the toilet seat,7,16
Rachel,oh that,7,16
Ross,yeah that you know i hate practical jokes theyre mean and,7,16
Rachel,oh come on saran wrap on the toilet seat you dont think,7,16
Ross,i was barefoot now tell me the toilet thing is the only thing you taught,7,16
Rachel,looking at his mark yes,7,16
Phoebe,its amazing my headache is completely gone what are those pills,7,16
Monica,hexadrin she gets the box out of her purse,7,16
Phoebe,oh i love you hexadrin she kisses the box oh look it comes with a,7,16
Monica,no phoebe those are like the side affects and stuff,7,16
Phoebe,say what,7,16
Monica,yknow the possible side affects,7,16
Phoebe,oh my god starts reading them dizziness nervousness drowsiness,7,16
Monica,phoebe relax none of that stuff ever happens they just put it on there,7,16
Phoebe,why,7,16
Monica,in case it happens,7,16
Joey,entering hey,7,16
Chandler,hey,7,16
Joey,say hello to reverend joey tribbiani holds up the piece of paper bearing,7,16
Chandler,hey,7,16
Monica,you did it you got ordained,7,16
Joey,yeah i just got off the internet man there is a lot of porn out there,7,16
Chandler,our minister,7,16
Phoebe,i have liver damage ow oh she grabs the left side of her torso,7,16
Monica,phoebe your liver is right here she points to the right side of her,7,16
Phoebe,okay then i must be disoriented,7,16
Joey,anyway i started working on what im going to say for the ceremony,7,16
Chandler,okay,7,16
Monica,yeah,7,16
Joey,nownow listen this is just a first draft so starts to read the,7,16
Chandler,to monica should we call the spitter,7,16
Rachel,hi,7,16
Rachel,well yknow i was just in the neighborhood and i passed by your,7,16
Rachel,okay,7,16
Rachel,id love that i would loooove carol goes to make the coffee,7,16
Rachel,i found him to ben very funny come here she sits down on the,7,16
Rachel,yes ohto bendo i want sugar in my coffee ben nods no,7,16
Rachel,dont do that,7,16
Rachel,seriously your dad doesnt like pranks,7,16
Rachel,oh damnit,7,16
Rachel,no dont say that dont say that,7,16
Rachel,no dont go back to repeating,7,16
Rachel,oh crap,7,16
Phoebe,i feel like my face is swelling to monica is my face swelling,7,16
Monica,phoebe your face is fine come on none of this stuff is going to,7,16
Phoebe,oh interesting you should call me that now that i may never have one,7,16
Joey,okay you guys i got a little more written are you ready,7,16
Chandler,yeah ookay,7,16
Joey,reading when i think of the love that these two givers and,7,16
Monica,how about receiving,7,16
Joey,yes,7,16
Chandler,see joe not that thats not grrreat but one of the cool things,7,16
Joey,ooh like the time you and i went to atlantic city and i made you laugh so,7,16
Chandler,no not us motions joey and him us motions monica and him,7,16
Monica,i gotcha sorry to monica so did you ever make him throw up a whole,7,16
Phoebe,did you ever feed him a poison capsule that made him bleed from the,7,16
Monica,it doesnt say that,7,16
Phoebe,oh suddenly somebody knows all about the side affects,7,16
Chandler,see joe we want you to tell stories but yknow romantic,7,16
Joey,oh okay ooh ooh okay maybe ill talk about london yknow,7,16
Monica,there you go,7,16
Joey,by doin it,7,16
Chandler,joe,7,16
Joey,okay all right umm so uh so how did it happen did your eyes meet,7,16
Chandler,isnt that what happened with you and the brides maid,7,16
Joey,yeah i call that london style,7,16
Monica,no that is not what happened with us well i was umm i was really sad,7,16
Joey,oh,7,16
Monica,and then chandler was was really sweet and he consoled me and well we,7,16
Joey,yeah baby,7,16
Chandler,and i was a perfect gentleman and i walked her to her hotel room and,7,16
Joey,oh,7,16
Chandler,but then later that night,7,16
Joey,yeah baby,7,16
Chandler,answering the door hey,7,16
Monica,standing outside cute pjs youre really livin it up,7,16
Chandler,well i was i was exactly expecting company afterhe looks,7,16
Monica,entering is joey here,7,16
Chandler,well last time i saw him he was heading out the door with the,7,16
Monica,wouldnt you be,7,16
Chandler,well look its been a really emotional time yknow and,7,16
Monica,really,7,16
Chandler,you kidding youre the most beautiful woman in most rooms,7,16
Monica,well not anymore,7,16
Chandler,but we dont do that,7,16
Monica,i know i just thought it would be fun,7,16
Chandler,how drunk are you,7,16
Monica,drunk enough to know that i want to do this not so drunk that you,7,16
Chandler,thinks thats the perfect amount,7,16
Monica,okay,7,16
Monica,breaking the kiss yknow whats weird,7,16
Chandler,what,7,16
Monica,this doesnt feel weird,7,16
Chandler,i know,7,16
Monica,youre a really good kisser,7,16
Chandler,well i have kissed over four women they kiss again do you wanna,7,16
Monica,hmhmm,7,16
Chandler,okay,7,16
Monica,wow you are really fast,7,16
Chandler,it bodes well for me that speed impresses you,7,16
Monica,were gonna see each other naked,7,16
Chandler,yep,7,16
Monica,do you wanna do it at the same time,7,16
Chandler,count of three,7,16
Monica,one,7,16
Chandler,two,7,16
Monica,two,7,16
Chandler,well i think its safe to say that our friendship is effectively,7,16
Monica,eh we werent that close anyway,7,16
Chandler,eh,7,16
Chandler,joey joey joey jjjoeyjoeyjjoey monica hides under the covers,7,16
Joey,hey,7,16
Chandler,hey joe i was just watching a movieee notices that the tv is,7,16
Joey,oh dude im so sorry,7,16
Chandler,no no no,7,16
Joey,hey nononono its cool its cool iill only be a,7,16
Chandler,theyre in my bag over there points,7,16
Joey,ah joey walks to chandlers bag by getting as far away from,7,16
Chandler,uh could you leave me one,7,16
Joey,pause for just you,7,16
Chandler,yeah,7,16
Joey,hey listen why dont you come downstairs with me theres some,7,16
Chandler,no iiim fine,7,16
Joey,all right here you go buddy he tosses him one go nuts exits,7,16
Joey,thats what that was cause that other thing i thought you,7,16
Monica,okay can we change the topic because its really doing,7,16
Joey,oh to chandler can you imagine if i hadnt left you that last,7,16
Phoebe,yeah its totally meant to be to monica tell him who you,7,16
Monica,what,7,16
Chandler,what,7,16
Phoebe,to joey what,7,16
Chandler,who did you originally want to hook up with,7,16
Monica,okay fine but please dont be upset okay i was really,7,16
Joey,yeah baby chandler glares at him no baby,7,16
Chandler,to monica so you came to the room looking for joey did you ever,7,16
Monica,no because itit didnt seem important,7,16
Chandler,oh its not important its not important if it,7,16
Monica,noo the point is that is was you that was there that night it,7,16
Joey,and it is a love that is based on having and giving and receivshuts,7,16
Chandler,i dont believe it the most romantic night of my life and,7,16
Monica,chandler please do you know how unbelievably glad i am that joey was,7,16
Joey,hey monica turns and looks at him now im a man of the cloth but,7,16
Chandler,to joey look there is no way youre doing this wedding now,7,16
Joey,what thats not fair its not my fault i was off with my,7,16
Chandler,okay its just weird okay i dont want to be standing,7,16
Monica,wait chandler come on letsits not a big deal,7,16
Chandler,it is to me you wanted to sleep with batman and instead you,7,16
Joey,this is crazy,7,16
Phoebe,i know robin is so gay,7,16
Rachel,so now what have we agreed,7,16
Rachel,andand what else,7,16
Rachel,very good,7,16
Ross,rachel what are you doing here,7,16
Rachel,im just visiting my good friend carol,7,16
Ross,your good friend,7,16
Rachel,yeah,7,16
Ross,whats her last name,7,16
Rachel,carollesbian,7,16
Ross,nice and by the way that uh that line down my face,7,16
Rachel,what line,7,16
Ross,whwhwhat line the line that prompted a student in my last class,7,16
Rachel,all right im sorry im sorry i didnt tell you but you,7,16
Ross,of course i was mad i told you ii hate this stuff okay itits,7,16
Ross,hi,7,16
Ross,practical jokes,7,16
Ross,you have a line down your face,7,16
Rachel,okay maybe they are not funny to you,7,16
Rachel,or carol but theyre funny to kids and who is it hurting,7,16
Ross,uh yknow what ill tell you who it hurts it hurts the kid,7,16
Rachel,that was you we heard about you in junior high did you really,7,16
Ross,i will be listen i dont want you teaching my son that stuff,7,16
Rachel,fine fine but ill have you know that once i taught him that,7,16
Ross,no thats not what i want uh im glad you guys were bonding,7,16
Rachel,look he doesnt have any brothers or sisters somebodys gonna,7,16
Rachel,i gotta go runs out,7,16
Joey,hey,7,16
Chandler,hey do you want this scone holds up his plate it came for me but,7,16
Joey,chandler come on nothing even happened,7,16
Chandler,look joe i know you wanted to do the wedding,7,16
Joey,noheyno if you dont want me to do it i except that i dont,7,16
Chandler,how can i not be upset okay i finally fall in love with this,7,16
Joey,yeah for like a half an hour one night chandler she wants you for the,7,16
Chandler,thats what you should say,7,16
Joey,what,7,16
Chandler,when youre marrying us thats what you should say,7,16
Joey,really i can do it,7,16
Chandler,id love it if you would do it,7,16
Joey,hey they hug,7,16
Chandler,but those are the words those exact words,7,16
Joey,well i dont know remember exactly but itsits pretty,7,16
Ross,hey,7,16
Rachel,hey,7,16
Ross,hey im sorry to do this to you again but uh is there any way you,7,16
Rachel,ohhh well of course i will watch him we have fun dont we ben,7,16
Ross,okay ill see you later pal,7,16
Rachel,ohh okay ross has a sign on his back that reads poop,7,16
Ross,what,7,16
Rachel,i cant let him go out that way hes got a meeting to ross,7,16
Ross,what she takes the sign off and hands it to him thats great,7,16
Rachel,oh i,7,16
Ross,all right thats it he runs over to ben but he runs past him and,7,16
Rachel,no wait come on,7,16
Ross,wait no ben come here i am not kidding,7,16
Rachel,no you guys she walks out into the hallway,7,16
Ross,iiamsuddenly ross starts screaming and comes falling down the,7,16
Rachel,ehhhhhhhhhhh my god oh my god she runs over to,7,16
Joey,hey,7,16
Monica,heyhey,7,16
Joey,so are guys doing okay,7,16
Chandler,yeah we talked and monica made me see that i over reacted a little,7,16
Monica,yeah baby phoebe and joey nod,7,16
Phoebe,im really glad you guys are okay but i just keep thinking what,7,16
Monica,honey dinners ready,7,16
Monica,your favorite,7,16
Joey,hohoho pausing for a rest next to the fridge fried stuff with cheese,7,16
Monica,yep and lots of it,7,16
Monica,okay in we go,7,16
Joey,here you go,7,16
Phoebe,still reading the label oh my god this is a sixhour pill checks,7,16
Joey,good for you,7,16
Phoebe,oh its like huge weight has been lifted cause look reads,7,16
Monica,so the wedding caterer sent me this list of twelve appetizers and i have,7,17
Joey,food uhhuh gimme she hands him the paper,7,17
Chandler,so did monica tell you about this great band called the swing kings,7,17
Phoebe,since when are you into swing music,7,17
Chandler,oh since forever i used to go all over town listening to bands,7,17
Monica,chandler,7,17
Chandler,gap commercial to monica so did you book them did you call,7,17
Monica,i will,7,17
Chandler,do you want me to call,7,17
Monica,no ill do it you just stick to your job,7,17
Phoebe,what is your job,7,17
Chandler,staying out of the way,7,17
Joey,this is impossible monica why dont you just pick all 15 hands,7,17
Monica,there were only twelve,7,17
Joey,oh yeah i added three,7,17
Monica,what are peanut butter fingers,7,17
Joey,oh yeah he mimes sticking his fingers into a jar of peanut butter,7,17
Ross,noticing a beautiful woman moving in down the street well hello,7,17
Chandler,sure thats one of the great things about being engaged,7,17
Ross,uh yeah let me let me get that for you,7,17
Ross,exhales i got it he lifts the box and grunts under the strain,7,17
Ross,kristen hi are you uh new to the area cause if you,7,17
Ross,ah,7,17
Ross,yknow actually it does have a very interesting history uh this,7,17
Chandler,to ross smooth,7,17
Ross,umm say youre gonna be starving after all this moving what do you,7,17
Ross,yeah,7,17
Ross,great uh let me take this up for you the box hes holding,7,17
Ross,oh nono after you she grabs a chair and heads upstairs when,7,17
Phoebe,wearing a veil am i crazy or does this totally go,7,17
Rachel,oh my god you look so beautiful,7,17
Phoebe,to rachel thank you rachel but look at monica,7,17
Monica,this is it yeah this is the one i cant believe i found it,7,17
Monica,well im monica geller ball like a baby,7,17
Monica,have you found your dress yet,7,17
Monica,no i cant afford this either no iiim im just to,7,17
Monica,yeah soso when are you getting married,7,17
Rachel,i do the same thing,7,17
Rachel,im just kidding too laughs im getting married in,7,17
Monica,oh may 15th,7,17
Monica,yeah,7,17
Monica,jeffery,7,17
Monica,the best man wow,7,17
Monica,oh my fiancee wants the swing kings,7,17
Phoebe,ooh is that spelled with a c or a k oh my god,7,17
Rachel,oh yknow what yknow what now that you know what you want,7,17
Rachel,so does this the dress come in another color or the store,7,17
Joey,checking her out hi you uh movin in or movin out,7,17
Joey,oh uh can i give you a hand,7,17
Joey,boyfriend,7,17
Joey,im joey they shake hands,7,17
Joey,oh wow what a beautiful name pause what is it again,7,17
Joey,got it he picks up a lamp so,7,17
Joey,yeah yeah right down there points hey listen let me give you a,7,17
Joey,okay yeah listen would you uh would you like to have dinner with me,7,17
Joey,oh,7,17
Joey,sounds great okay all right well where does this go the lamp hes,7,17
Joey,okay yeah she leaves and he goes to pick up a box marked books but,7,17
Rachel,to phoebe so this is brooklyn,7,17
Monica,all right listen up there is usually only one dress in each size so,7,17
Rachel,okay,7,17
Phoebe,got it,7,17
Monica,all right,7,17
Rachel,oh theyre pushing theyre pushing,7,17
Monica,to rachel hey dont be a baby,7,17
Rachel,well i,7,17
Phoebe,coming back out hey rachel come on,7,17
Monica,no no not it not it not it checks another rack and another woman,7,17
Monica,megan,7,17
Monica,you came,7,17
Monica,this is my dress,7,17
Monica,yes it is you saw me wearing it,7,17
Monica,what you freak you wouldnt even have known about this place if,7,17
Monica,maybe i do im pretty feisty she blows the signal,7,17
Phoebe,hearing the signal im coming im coming she takes off,7,17
Phoebe,okay runs that way and hears another whistle blast hey heads the,7,17
Phoebe,did you find the dress,7,17
Rachel,no you gotta get me out of here phoebe these bargain shoppers are,7,17
Phoebe,iwe gotta get monica she starts to leave,7,17
Rachel,no you gotta hold my hand,7,17
Phoebe,oh my god she grabs rachels hand and drags her towards monica,7,17
Monica,handing phoebe the dress go go go,7,17
Rachel,seeing whos trapped hey,7,17
Monica,now rachel runs off and monica gets up to follow her,7,17
Chandler,so ross how was your date the other night did you tell her about the,7,17
Ross,laugh all you want but uh she actually left me a message saying,7,17
Chandler,huh,7,17
Ross,yeah in fact im gonna go call her right now and ill make,7,17
Joey,entering hey chandler,7,17
Chandler,hey,7,17
Joey,listen sorry i didnt stop by last night but i had a date,7,17
Chandler,uh joe when its one oclock in the morning and you,7,17
Joey,well check it out i was with this really hot girl who just moved in right,7,17
Chandler,really right across the street,7,17
Joey,yeah,7,17
Chandler,whend you meet her,7,17
Joey,two days ago,7,17
Chandler,excellent yknow ross met somebody too,7,17
Joey,oh yeah,7,17
Ross,returning hey,7,17
Chandler,hi howd it go,7,17
Ross,oh great were going out again saturday but i just found shes,7,17
Chandler,sarcastically shocked really joe what would you do if you were in,7,17
Joey,well i sorta am i mean yeah im dating this girl whos also,7,17
Ross,well you shouldnt be believe me i wouldnt want to be the guy,7,17
Chandler,so this is nice i wish i didnt have to go believe me but,7,17
Chandler,bye exits,7,17
Ross,well obviously only one of us can keep dating her,7,17
Joey,obviously so how do we decide,7,17
Ross,well now letslets look at this objectively i think i should,7,17
Joey,not buying it uhhuh uhhuh or or im the one who dates,7,17
Ross,thats interesting but check this out i date her,7,17
Joey,yeahyeah i like that but just to go in another direction,7,17
Ross,okay okay this can go on for a while,7,17
Joey,yeah well we should order some food then,7,17
Ross,no joey look why dont why dont we just let her decide okay,7,17
Joey,smiling that sounds fair,7,17
Ross,maybe ill take her to that new french restaurant down the,7,17
Joey,ah yeahwait a second now look were gonna have to set a,7,17
Ross,well sorry thats what i do on dates,7,17
Joey,all right well i guess ill just have to do what i do on dates,7,17
Ross,so lets decide on the spending limit,7,17
Joey,yeah uh thinksa slicethinkssix dollars,7,17
Ross,i was thinking more like a hundred,7,17
Joey,okay can i borrow 94 dollars,7,17
Monica,oh,7,17
Phoebe,i know hand me a tissue monica hands her one,7,17
Rachel,youre out of diet coke,7,17
Monica,hello listens what listens you what listens hey you listen,7,17
Phoebe,what,7,17
Monica,that was that girl megan she booked the swing kings on the day of our,7,17
Phoebe,gasps does that mean carcass is available,7,17
Monica,what am i gonna do that is the dress that is the dress,7,17
Phoebe,well just figure out a way to talk him out of it,7,17
Monica,how,7,17
Rachel,youre out of toilet paper,7,17
Joey,entering hey,7,17
Ross,hey whats up,7,17
Joey,i just wanted to come by and yknow wish you good luck on your date,7,17
Ross,oh thanks,7,17
Joey,yeah what time are you meeting her,7,17
Ross,we have 800 reservations at grammercy bistero,7,17
Joey,wow thats in like 20 minutes youd better get dressed,7,17
Ross,i am dressed,7,17
Joey,oh well good to himself for me he picks up a jar of lotion what is,7,17
Ross,i have an oily tzone,7,17
Joey,okay dude finds a receit hey you uh you sent kristen flowers,7,17
Ross,thats right,7,17
Joey,you spent a hundred dollars thats the limit youre screwed,7,17
Ross,uh actually i sent the flowers before the actual date so techincally technically,7,17
Joey,ohoh so thats the way its gonna be huh yeah i can break the,7,17
Ross,oh yeah what are you gonna do,7,17
Joey,i dont know,7,17
Ross,why am i not surprised,7,17
Joey,yknow what ross im not gonna let you get away with this,7,17
Ross,i dont think you have much choice,7,17
Joey,well well see,7,17
Ross,byebye,7,17
Joey,yeah byebye exits and comes back in still holding the lotion hey so,7,17
Ross,yes yes just here runs his fingers down the bridge of his nose and,7,17
Chandler,joey got meat sauce on the banister again he goes into the bathroom,7,17
Phoebe,yeah swing music is so out,7,17
Monica,phoebe hes gotta be in the room for that to work,7,17
Chandler,returning what are you guys talking about,7,17
Monica,well umm we were just talking about the yknow the swing kings,7,17
Rachel,yeah i went to a wedding once where they had swing music and uh two,7,17
Chandler,but i love swing music,7,17
Phoebe,yeah but the swing kings yknow they suck so much that people,7,17
Chandler,look all i know is when monica and i went to see them we had fun and,7,17
Rachel,well what is the other reason,7,17
Chandler,i dont want to say,7,17
Rachel,well you have to because maybe its stupid,7,17
Chandler,well its just while monica and i were dancing to them it,7,17
Monica,oh crap,7,17
Ross,so they said our table will be ready in just a few minutes,7,17
Ross,yeah,7,17
Ross,oh yeah its fine i guess the more muscles you have the more they,7,17
Joey,entering kristen,7,17
Joey,hi,7,17
Joey,oh i like this place and technically technically im not breaking,7,17
Joey,hi,7,17
Ross,hi they shake hands its nice to meet you i used to have a,7,17
Ross,yeah so,7,17
Joey,sure i would love to wait with you guys thanks sits down,7,17
Ross,so joey umm you look familiar are uh are you on tv or something,7,17
Ross,thats right thats right dont you play a woman,7,17
Joey,a woman in a mans body,7,17
Ross,much better,7,17
Joey,so yknow ross its funny cause you look familiar to me,7,17
Ross,well yes yes i have in fact umm just the other day kristen and i were,7,17
Ross,thats right wait no ben,7,17
Joey,so youve just married the one time then,7,17
Ross,well umm,7,17
Ross,yes and another time after that boy im getting hungry hey joey,7,17
Joey,laughs that one off yeah so uh ross well nowwhy did that first,7,17
Joey,no it just seems like ross is the kind of a guy that would marry a woman,7,17
Ross,wait a minute were you on a poster for gonorrhea,7,17
Joey,have you ever slept in the same bed as a monkey,7,17
Ross,hey you leave marcel out of this,7,17
Joey,fine have you ever got stuck in a pair of your own leather pants,7,17
Ross,heyhey have you ever locked yourself in a tv cabinet vd boy,7,17
Joey,monkey lover,7,17
Joey,when do you think we lost her,7,17
Ross,probably around gonorrhea,7,17
Chandler,hi honey im home,7,17
Monica,from the bedroom dont come in here,7,17
Chandler,why do you another boyfriend in there or something,7,17
Monica,no we only mess around at his place,7,17
Chandler,yknow its funny i started it but now its scary me,7,17
Monica,no im wearing a wedding dress,7,17
Chandler,oh you got a wedding dress thats great,7,17
Monica,yeah but im not keeping it,7,17
Chandler,well then why cant i see it,7,17
Monica,oh i guess you can okay but ii have to return it so you cant,7,17
Chandler,okay i promise illill hate it she enters wow,7,17
Monica,really,7,17
Chandler,yeah thats like the most ugliest dress ive ever seen,7,17
Monica,oh because it doesntreally fit oh by the way ii booked,7,17
Chandler,oh thats great great thanks but that dress i mean its,7,17
Monica,okay but you cant rip it well maybe a little,7,17
Chandler,okay,7,17
Monica,entering hey guys do you wanna look at the song list for the wedding,7,17
Chandler,without turning around i thought you were gonna be gone all day,7,17
Monica,all right whats going on,7,17
Monica,im sorry im sorry ii should probably leave you girls,7,17
Ross,yeah laugh all you want but in ten minutes were gonna have younger,7,17
Joey,yeah monica goes in the bedroom yknow she could use a,7,17
Joey,hey you guys youre not gonna believe this i just got off the,7,18
Phoebe,oh my god joey looks at her im sorry too soon you go,7,18
Joey,okay i got nominated for my part on days of our lives,7,18
Monica,joey,7,18
Phoebe,good for you,7,18
Monica,congratulations wow i cant believe youre nominated for an emmy,7,18
Joey,nono,7,18
Monica,oh soap opera digest award,7,18
Joey,no im up for a soapie,7,18
Monica,honey is that something youre making up,7,18
Joey,no no no its real and it has been since 1998 rachel returns,7,18
Rachel,gasps oh my god oh my god that is like the third most prestigious,7,18
Joey,thank you well i guess now i know who im taking to the awards,7,18
Rachel,oh stop that dont kid about that gasps will all the stars be,7,18
Joey,many are scheduled to appear,7,18
Rachel,oh my god oh my god i cant go im gonna be too nervous,7,18
Monica,to joey okay ill go,7,18
Rachel,no you are getting married this is all i have,7,18
Ross,and it was ernst muhlbrat who first hypothesized that the,7,18
Ross,just a high pitched intimidating noise,7,18
Ross,well wewe dont know for sure but in my head itit sounded,7,18
Ross,mr morse i need to talk to you about your midterm exam im afraid,7,18
Ross,well you need 60 to pass,7,18
Ross,seven,7,18
Ross,nono its not whatwhat happened there ned,7,18
Ross,well im sorry but thatthats really not my problem,7,18
Ross,well that brings me in the loop a little,7,18
Ross,okay walks away from him umm i uh im your teacher im,7,18
Phoebe,oh my god that guy at the counter is totally checking you out,7,18
Monica,really looks my god hes really cute,7,18
Phoebe,go for it,7,18
Monica,phoebe im engaged,7,18
Phoebe,im just saying get his number just in case but no chandler is in,7,18
Monica,op can i just tell you something very flattered but umm im,7,18
Monica,well you should be embarrassed leaves,7,18
Phoebe,i did but that was really fun,7,18
Joey,pretending to be an announcer and the winner isjoey tribbiani he,7,18
Rachel,im fourth joey is startled look at you with your little maple,7,18
Joey,yeah maymaybe you dont tell anyone about this,7,18
Rachel,what no its not a big deal i do that too with my shampoo,7,18
Joey,really,7,18
Rachel,yeah,7,18
Joey,what award are you practicing for,7,18
Rachel,grammy best new artist,7,18
Joey,oh hey listen the soapies called today and i also get to present,7,18
Rachel,ohh thats great,7,18
Joey,yeah,7,18
Rachel,so youll definitely get onstage even if you dont win,7,18
Joey,confused what youyou dont think im gonna win,7,18
Rachel,well of course i do but yknow favorite returning character is a,7,18
Joey,yeah nono ii know i might not win but its justive,7,18
Rachel,well joey youll probably get it but you should probably,7,18
Joey,hey likes it,7,18
Rachel,yknow,7,18
Joey,you practice losing the grammies too,7,18
Rachel,oh no at the grammies i always win,7,18
Joey,ah,7,18
Phoebe,oh hey,7,18
Monica,hey howd your date go with jake,7,18
Phoebe,oh great we couldnt keep our eyes off each other all night and,7,18
Monica,okay stop it phoebe youre getting me all tingly,7,18
Phoebe,laughs all i could think of was yknow is he gonna kiss,7,18
